e2e_latency,jitter,bit_rate,packet_loss_rate,peak_data_rate_dl,peak_data_rate_ul,mobility,service_reliability,availability,survival_time,experience_data_rate_dl,experience_data_rate_ul,interruption_time,class,cpu_usage,bandwidth,cpu_category,bandwidth_category
12.0,2.5,120.0,0.8,0.6,0.2,90.0,99.2,99.6,500.0,90.0,3.5,15.0,UHD Video Streaming,65.0,300.0,medium_cpu,medium_bandwidth
20.0,0.2,20.0,0.0,0.4,0.2,40.0,99.7,99.8,1000.0,30.0,18.0,20.0,Vo5G (Voice over 5G),35.0,70.0,medium_cpu,low_bandwidth
15.0,2.0,70.0,0.2,3.0,2.0,70.0,98.0,99.7,700.0,70.0,30.0,7.0,Smart Grid,80.0,700.0,high_cpu,high_bandwidth
10.0,1.2,200.0,0.4,1.8,0.5,90.0,98.3,98.5,500.0,30.0,50.0,25.0,Smart Grid,40.0,120.0,medium_cpu,low_bandwidth
12.0,5.0,750.0,0.2,4.0,2.0,70.0,99.5,100.0,900.0,380.0,150.0,60.0,Immersive Experience,65.0,900.0,medium_cpu,high_bandwidth
12.0,1.0,50.0,0.8,3.0,2.0,20.0,99.8,100.0,300.0,70.0,30.0,20.0,e-Health,30.0,20.0,medium_cpu,low_bandwidth
8.0,1.0,350.0,0.5,1.0,0.8,150.0,99.6,100.0,250.0,135.0,30.0,90.0,UHD Video Streaming,70.0,250.0,high_cpu,medium_bandwidth
25.0,4.0,50.0,0.1,5.0,0.4,20.0,99.7,97.0,750.0,30.0,20.0,30.0,Video Surveillance,45.0,300.0,medium_cpu,medium_bandwidth
10.0,1.0,400.0,0.5,6.0,0.1,80.0,99.3,99.7,350.0,120.0,35.0,5.0,Immersive Experience,70.0,120.0,high_cpu,low_bandwidth
12.0,1.0,80.0,0.0,2.5,1.5,60.0,97.0,99.7,6000.0,80.0,28.0,5.0,Connected Vehicles,35.0,180.0,medium_cpu,medium_bandwidth
25.0,2.0,300.0,0.1,8.0,1.0,80.0,99.7,99.7,900.0,200.0,30.0,7.0,Immersive Experience,35.0,600.0,medium_cpu,high_bandwidth
15.0,1.0,150.0,0.2,2.0,1.0,90.0,96.0,96.0,120.0,100.0,30.0,120.0,e-Health,55.0,90.0,medium_cpu,low_bandwidth
15.0,3.0,30.0,0.3,3.0,1.4,50.0,99.4,99.5,3000.0,300.0,2.0,5.0,Industry Automation,40.0,1800.0,medium_cpu,ultra_high_bandwidth
20.0,1.0,100.0,0.1,3.0,2.0,70.0,98.0,98.5,500.0,50.0,30.0,40.0,e-Health,70.0,120.0,high_cpu,low_bandwidth
16.0,1.2,120.0,0.1,1.8,0.1,90.0,100.0,99.9,1200.0,120.0,30.0,25.0,ITS (Intelligent Transportation Systems),60.0,180.0,medium_cpu,medium_bandwidth
10.0,4.0,50.0,0.2,1.0,3.0,80.0,99.8,99.9,500.0,50.0,40.0,10.0,UHD Video Streaming,70.0,200.0,high_cpu,medium_bandwidth
10.0,4.0,400.0,0.1,5.0,0.6,120.0,99.7,99.8,800.0,800.0,300.0,130.0,Immersive Experience,35.0,600.0,medium_cpu,high_bandwidth
7.0,2.5,110.0,0.1,1.2,1.8,35.0,99.9,99.6,250.0,110.0,108.0,12.0,ITS (Intelligent Transportation Systems),35.0,170.0,medium_cpu,medium_bandwidth
20.0,1.0,1000.0,0.1,1.5,1.5,300.0,99.0,99.0,8.0,70.0,15.0,5.0,Video Surveillance,30.0,140.0,medium_cpu,low_bandwidth
18.0,2.0,250.0,0.9,0.9,0.2,120.0,99.3,99.9,650.0,270.0,40.0,10.0,UHD Video Streaming,30.0,170.0,medium_cpu,medium_bandwidth
12.0,2.2,100.0,0.2,1.9,1.8,80.0,100.0,99.9,1200.0,100.0,8.0,5.0,Industry Automation,75.0,150.0,high_cpu,medium_bandwidth
12.0,2.2,90.0,0.1,1.5,1.5,70.0,99.9,99.5,400.0,25.0,5.0,120.0,UHD Video Streaming,30.0,5.0,medium_cpu,low_bandwidth
9.0,1.5,70.0,0.2,5.0,1.5,150.0,99.5,99.8,3200.0,55.0,90.0,120.0,Connected Vehicles,35.0,120.0,medium_cpu,low_bandwidth
16.0,4.0,300.0,0.1,2.0,1.4,100.0,99.5,98.5,900.0,400.0,800.0,5.0,UHD Video Streaming,65.0,210.0,medium_cpu,medium_bandwidth
15.0,1.2,200.0,0.2,1.2,1.5,100.0,98.0,90.0,600.0,20.0,15.0,5.0,Industry Automation,40.0,20.0,medium_cpu,low_bandwidth
20.0,2.0,300.0,0.1,2.5,0.8,100.0,99.6,99.6,7000.0,300.0,12.0,7.0,Smart Grid,30.0,700.0,medium_cpu,high_bandwidth
90.0,1.0,300.0,0.1,2.0,0.8,70.0,99.3,99.0,8500.0,50.0,65.0,180.0,Immersive Experience,45.0,170.0,medium_cpu,medium_bandwidth
15.0,2.5,35.0,0.1,0.9,0.4,60.0,99.2,100.0,4000.0,35.0,15.0,35.0,Smart Grid,70.0,45.0,high_cpu,low_bandwidth
20.0,2.0,100.0,0.1,7.0,0.8,50.0,99.0,99.8,400.0,80.0,20.0,50.0,ITS (Intelligent Transportation Systems),30.0,700.0,medium_cpu,high_bandwidth
20.0,3.0,120.0,0.3,0.5,0.4,80.0,99.8,99.0,3000.0,180.0,30.0,10.0,Video Surveillance,35.0,800.0,medium_cpu,high_bandwidth
30.0,2.5,80.0,0.2,5.5,1.0,100.0,99.5,99.8,700.0,80.0,40.0,15.0,e-Health,35.0,75.0,medium_cpu,low_bandwidth
10.0,2.5,130.0,0.2,1.5,1.5,100.0,99.1,99.9,500.0,130.0,35.0,8.0,Industry Automation,60.0,170.0,medium_cpu,medium_bandwidth
20.0,1.0,80.0,0.3,1.0,0.1,90.0,94.0,94.0,250.0,60.0,12.0,40.0,e-Health,60.0,80.0,medium_cpu,low_bandwidth
20.0,3.0,800.0,0.1,4.0,2.0,40.0,99.6,99.5,800.0,150.0,350.0,17.0,UHD Video Streaming,55.0,160.0,medium_cpu,medium_bandwidth
10.0,3.0,120.0,0.1,5.0,2.0,140.0,99.6,99.5,2500.0,55.0,5.0,10.0,Smart Grid,45.0,45.0,medium_cpu,low_bandwidth
10.0,2.0,180.0,0.2,2.3,0.2,40.0,99.5,99.6,1100.0,110.0,25.0,22.0,UHD Video Streaming,35.0,120.0,medium_cpu,low_bandwidth
12.0,9.0,150.0,0.5,3.0,1.2,50.0,99.0,99.8,700.0,150.0,30.0,100.0,Connected Vehicles,55.0,150.0,medium_cpu,medium_bandwidth
15.0,1.0,70.0,0.1,4.0,0.2,30.0,99.0,99.5,650.0,35.0,42.0,5.0,ITS (Intelligent Transportation Systems),45.0,70.0,medium_cpu,low_bandwidth
10.0,4.0,150.0,0.1,3.0,0.2,40.0,99.9,99.8,700.0,150.0,10.0,5.0,Vo5G (Voice over 5G),50.0,250.0,medium_cpu,medium_bandwidth
10.0,3.0,130.0,0.1,2.5,1.5,40.0,99.8,99.3,1100.0,60.0,1.0,5.0,Smart Grid,55.0,400.0,medium_cpu,high_bandwidth
10.0,3.5,200.0,2.5,5.0,1.5,100.0,99.5,99.5,5000.0,120.0,30.0,15.0,Industry Automation,60.0,250.0,medium_cpu,medium_bandwidth
10.0,2.0,180.0,0.0,3.0,1.0,70.0,99.8,98.5,1000.0,180.0,60.0,80.0,Immersive Experience,42.0,300.0,medium_cpu,medium_bandwidth
15.0,2.5,200.0,0.2,1.5,1.5,85.0,99.5,99.8,5000.0,80.0,1.5,15.0,Smart Grid,25.0,250.0,low_cpu,medium_bandwidth
30.0,4.5,8.0,0.2,6.0,1.5,45.0,99.6,99.6,7000.0,650.0,12.0,7.0,Industry Automation,40.0,950.0,medium_cpu,high_bandwidth
12.0,2.5,90.0,0.2,2.2,0.2,70.0,100.0,100.0,350.0,90.0,90.0,70.0,UHD Video Streaming,50.0,350.0,medium_cpu,high_bandwidth
12.0,1.3,450.0,0.2,9.5,1.1,75.0,99.7,99.3,700.0,130.0,140.0,150.0,ITS (Intelligent Transportation Systems),50.0,140.0,medium_cpu,low_bandwidth
12.0,2.0,100.0,1.0,5.0,2.0,80.0,99.6,99.7,600.0,100.0,30.0,5.0,Industry Automation,80.0,70.0,high_cpu,low_bandwidth
15.0,5.0,80.0,0.2,0.5,0.9,2.0,99.6,99.6,500.0,80.0,25.0,12.0,Industry Automation,45.0,140.0,medium_cpu,low_bandwidth
10.0,4.5,50.0,0.3,2.0,1.0,120.0,99.5,98.7,200.0,70.0,500.0,40.0,UHD Video Streaming,35.0,300.0,medium_cpu,medium_bandwidth
28.0,3.2,85.0,0.1,0.8,0.8,70.0,98.5,99.9,700.0,45.0,12.0,14.0,ITS (Intelligent Transportation Systems),65.0,170.0,medium_cpu,medium_bandwidth
12.0,3.0,130.0,0.2,1.2,0.9,15.0,99.4,100.0,1200.0,12.0,12.0,6.0,Video Surveillance,35.0,1100.0,medium_cpu,ultra_high_bandwidth
14.0,1.5,200.0,0.8,2.0,1.0,50.0,99.8,99.4,750.0,180.0,5.0,10.0,ITS (Intelligent Transportation Systems),25.0,250.0,low_cpu,medium_bandwidth
10.0,3.0,50.0,0.0,1.0,0.5,40.0,99.8,99.8,300.0,150.0,25.0,10.0,Connected Vehicles,30.0,600.0,medium_cpu,high_bandwidth
16.0,1.0,200.0,0.0,3.5,0.3,50.0,99.7,99.5,650.0,200.0,30.0,25.0,Industry Automation,60.0,180.0,medium_cpu,medium_bandwidth
20.0,1.0,400.0,0.2,1.0,0.5,200.0,99.0,99.0,8000.0,250.0,15.0,5.0,e-Health,50.0,200.0,medium_cpu,medium_bandwidth
14.0,1.8,50.0,0.1,0.6,0.8,25.0,99.6,99.8,700.0,20.0,1.8,8.0,Vo5G (Voice over 5G),45.0,200.0,medium_cpu,medium_bandwidth
20.0,3.5,200.0,0.1,1.0,0.5,60.0,99.5,99.8,1000.0,130.0,80.0,20.0,UHD Video Streaming,60.0,300.0,medium_cpu,medium_bandwidth
10.0,1.2,100.0,0.2,0.7,0.5,60.0,99.5,99.5,700.0,90.0,0.3,5.0,Connected Vehicles,35.0,50.0,medium_cpu,low_bandwidth
10.0,7.0,500.0,0.1,5.0,0.6,90.0,99.9,99.9,400.0,50.0,90.5,20.0,UHD Video Streaming,50.0,45.0,medium_cpu,low_bandwidth
25.0,2.5,100.0,0.2,0.8,0.8,90.0,99.5,99.5,1000.0,70.0,40.0,30.0,Smart Grid,60.0,1000.0,medium_cpu,high_bandwidth
30.0,4.0,150.0,0.1,3.0,0.4,50.0,99.8,96.0,500.0,150.0,12.0,20.0,ITS (Intelligent Transportation Systems),30.0,350.0,medium_cpu,high_bandwidth
10.0,1.0,50.0,0.0,3.0,0.3,60.0,99.9,99.9,1100.0,40.0,25.0,20.0,Vo5G (Voice over 5G),50.0,250.0,medium_cpu,medium_bandwidth
20.0,3.0,50.0,0.1,1.5,0.4,50.0,99.7,99.9,1200.0,60.0,1.5,15.0,UHD Video Streaming,65.0,75.0,medium_cpu,low_bandwidth
50.0,4.0,600.0,0.1,1.0,3.0,65.0,98.0,99.0,8000.0,70.0,45.0,20.0,Industry Automation,40.0,80.0,medium_cpu,low_bandwidth
7.0,2.3,1000.0,0.3,1.8,2.9,100.0,99.5,99.9,1500.0,1000.0,90.0,5.0,Vo5G (Voice over 5G),70.0,1200.0,high_cpu,ultra_high_bandwidth
30.0,2.0,50.0,0.2,1.0,1.0,90.0,99.9,99.6,120.0,60.0,50.0,10.0,UHD Video Streaming,30.0,2000.0,medium_cpu,ultra_high_bandwidth
10.0,1.5,250.0,0.3,3.0,1.5,70.0,95.0,95.0,500.0,140.0,60.0,7.0,Video Surveillance,45.0,300.0,medium_cpu,medium_bandwidth
30.0,1.0,90.0,0.6,6.0,1.0,80.0,99.8,99.0,250.0,80.0,70.0,25.0,Industry Automation,45.0,950.0,medium_cpu,high_bandwidth
12.0,3.0,150.0,0.1,2.5,4.0,85.0,100.0,100.0,650.0,90.0,30.0,25.0,Immersive Experience,30.0,170.0,medium_cpu,medium_bandwidth
15.0,2.5,120.0,0.1,1.5,0.5,100.0,99.9,99.0,800.0,90.0,45.0,10.0,Smart Grid,30.0,180.0,medium_cpu,medium_bandwidth
10.0,4.0,130.0,0.3,0.5,0.6,80.0,99.3,99.9,350.0,130.0,20.0,5.0,Industry Automation,35.0,350.0,medium_cpu,high_bandwidth
18.0,10.0,80.0,0.4,6.0,0.2,110.0,99.4,100.0,30.0,75.0,22.0,20.0,Industry Automation,30.0,40.0,medium_cpu,low_bandwidth
12.0,5.0,75.0,0.1,1.2,0.9,80.0,99.3,99.9,150.0,100.0,10.0,9.0,Connected Vehicles,70.0,170.0,high_cpu,medium_bandwidth
8.0,1.0,70.0,0.2,1.0,2.5,90.0,98.5,99.9,70.0,90.0,20.0,5.0,Immersive Experience,40.0,60.0,medium_cpu,low_bandwidth
40.0,5.0,500.0,0.1,3.5,1.0,75.0,99.0,99.8,700.0,700.0,120.0,20.0,e-Health,60.0,500.0,medium_cpu,high_bandwidth
14.0,4.0,50.0,0.4,0.2,0.7,30.0,99.9,99.3,800.0,45.0,45.0,20.0,e-Health,30.0,180.0,medium_cpu,medium_bandwidth
12.0,0.2,80.0,0.1,2.5,2.5,60.0,99.9,99.3,800.0,60.0,50.0,5.0,e-Health,30.0,250.0,medium_cpu,medium_bandwidth
5.0,2.5,60.0,0.1,0.5,0.5,75.0,99.8,100.0,3000.0,30.0,30.0,8.0,Connected Vehicles,30.0,60.0,medium_cpu,low_bandwidth
12.0,3.0,200.0,0.1,5.0,0.6,120.0,99.0,99.1,200.0,200.0,20.0,30.0,Immersive Experience,30.0,400.0,medium_cpu,high_bandwidth
15.0,3.0,20.0,0.2,2.5,2.5,100.0,100.0,100.0,750.0,20.0,20.0,10.0,e-Health,30.0,100.0,medium_cpu,low_bandwidth
10.0,1.0,200.0,0.2,2.0,1.5,100.0,99.9,99.4,800.0,200.0,30.0,15.0,e-Health,30.0,300.0,medium_cpu,medium_bandwidth
30.0,1.5,150.0,0.3,1.8,1.4,30.0,99.8,99.6,140.0,120.0,90.0,5.0,Immersive Experience,30.0,180.0,medium_cpu,medium_bandwidth
18.0,2.0,350.0,0.1,1.8,1.5,180.0,99.0,99.8,450.0,270.0,150.0,22.0,e-Health,35.0,650.0,medium_cpu,high_bandwidth
10.0,5.0,200.0,0.2,2.0,1.0,150.0,98.5,98.5,800.0,150.0,80.0,200.0,Video Surveillance,40.0,200.0,medium_cpu,medium_bandwidth
12.0,2.5,100.0,0.1,4.5,15.0,100.0,99.8,99.5,4000.0,90.0,10.0,10.0,UHD Video Streaming,30.0,500.0,medium_cpu,high_bandwidth
8.0,1.2,80.0,0.2,2.2,0.5,90.0,99.7,99.3,6000.0,70.0,40.0,10.0,Industry Automation,45.0,200.0,medium_cpu,medium_bandwidth
10.0,4.0,100.0,0.8,4.0,1.5,60.0,99.5,99.7,5000.0,90.0,20.0,65.0,Immersive Experience,35.0,40.0,medium_cpu,low_bandwidth
20.0,2.0,300.0,0.2,0.8,0.4,120.0,99.9,99.9,3000.0,240.0,4.0,12.0,Video Surveillance,40.0,950.0,medium_cpu,high_bandwidth
16.0,0.2,50.0,0.3,1.8,0.4,40.0,99.6,99.6,350.0,40.0,30.0,8.0,Video Surveillance,55.0,120.0,medium_cpu,low_bandwidth
15.0,1.0,100.0,0.2,2.5,0.5,40.0,99.2,99.0,1100.0,50.0,50.0,10.0,Smart Grid,60.0,150.0,medium_cpu,medium_bandwidth
15.0,1.0,70.0,0.2,0.3,0.6,80.0,99.3,99.6,200.0,60.0,5.0,6.0,UHD Video Streaming,30.0,180.0,medium_cpu,medium_bandwidth
8.0,1.3,100.0,0.2,2.5,1.5,80.0,98.0,98.5,950.0,70.0,35.0,10.0,UHD Video Streaming,30.0,140.0,medium_cpu,low_bandwidth
20.0,1.0,200.0,0.0,1.0,1.0,100.0,99.0,99.0,1000.0,200.0,25.0,15.0,Connected Vehicles,40.0,350.0,medium_cpu,high_bandwidth
70.0,5.0,250.0,0.2,2.0,2.5,100.0,99.1,99.7,700.0,220.0,70.0,10.0,ITS (Intelligent Transportation Systems),30.0,350.0,medium_cpu,high_bandwidth
18.0,7.0,30.0,0.2,8.5,0.3,80.0,99.6,99.8,200.0,20.0,20.0,15.0,e-Health,70.0,170.0,high_cpu,medium_bandwidth
12.0,2.0,40.0,0.0,7.0,2.0,50.0,99.8,100.0,800.0,40.0,25.0,10.0,Vo5G (Voice over 5G),40.0,200.0,medium_cpu,medium_bandwidth
25.0,1.2,200.0,0.1,1.7,1.8,80.0,98.5,98.5,800.0,30.0,15.0,10.0,Industry Automation,80.0,100.0,high_cpu,low_bandwidth
35.0,5.0,70.0,0.1,5.0,0.2,60.0,99.8,99.6,4000.0,10.0,42.0,40.0,Video Surveillance,40.0,25.0,medium_cpu,low_bandwidth
10.0,2.0,40.0,0.1,0.8,0.5,80.0,100.0,100.0,200.0,50.0,3.0,10.0,ITS (Intelligent Transportation Systems),55.0,50.0,medium_cpu,low_bandwidth
20.0,3.0,50.0,0.3,1.5,0.5,3.0,99.6,99.5,800.0,120.0,15.0,25.0,Smart Grid,55.0,400.0,medium_cpu,high_bandwidth
40.0,2.8,200.0,0.9,3.0,1.2,130.0,99.5,99.9,7000.0,140.0,25.0,8.0,Video Surveillance,20.0,170.0,low_cpu,medium_bandwidth
10.0,3.0,150.0,0.5,0.7,0.5,50.0,99.6,99.6,800.0,90.0,30.0,40.0,e-Health,75.0,20.0,high_cpu,low_bandwidth
27.0,1.5,350.0,0.3,0.7,0.7,50.0,99.8,99.2,1500.0,350.0,40.0,120.0,Video Surveillance,60.0,800.0,medium_cpu,high_bandwidth
15.0,2.8,500.0,0.0,6.0,1.2,90.0,99.4,100.0,400.0,200.0,50.0,5.0,Vo5G (Voice over 5G),70.0,400.0,high_cpu,high_bandwidth
40.0,3.0,100.0,0.1,3.0,0.1,80.0,99.7,99.6,600.0,40.0,30.0,20.0,Smart Grid,60.0,120.0,medium_cpu,low_bandwidth
15.0,3.5,150.0,0.1,1.0,1.0,30.0,99.7,99.9,130.0,120.0,45.0,10.0,ITS (Intelligent Transportation Systems),35.0,80.0,medium_cpu,low_bandwidth
15.0,1.8,100.0,0.1,9.2,1.2,50.0,99.9,99.8,800.0,90.0,30.0,8.0,Video Surveillance,40.0,240.0,medium_cpu,medium_bandwidth
9.0,1.0,80.0,0.1,1.0,0.5,50.0,98.5,100.0,800.0,80.0,60.0,10.0,Video Surveillance,40.0,3500.0,medium_cpu,ultra_high_bandwidth
18.0,1.5,600.0,0.2,1.2,1.2,50.0,99.6,99.7,6000.0,500.0,35.0,10.0,UHD Video Streaming,35.0,500.0,medium_cpu,high_bandwidth
70.0,1.2,250.0,0.8,2.5,1.3,150.0,99.9,99.9,900.0,250.0,60.0,8.0,e-Health,70.0,350.0,high_cpu,high_bandwidth
12.0,3.5,100.0,0.1,2.5,0.2,90.0,99.6,99.9,320.0,50.0,30.0,15.0,UHD Video Streaming,35.0,60.0,medium_cpu,low_bandwidth
20.0,2.0,400.0,0.1,3.0,2.5,60.0,99.2,99.8,650.0,500.0,30.0,10.0,Industry Automation,45.0,500.0,medium_cpu,high_bandwidth
20.0,1.2,200.0,0.2,0.8,0.8,100.0,99.8,99.8,1000.0,50.0,0.9,50.0,ITS (Intelligent Transportation Systems),40.0,200.0,medium_cpu,medium_bandwidth
8.0,1.2,80.0,0.2,2.2,0.3,80.0,99.5,99.8,70.0,70.0,20.0,10.0,e-Health,60.0,35.0,medium_cpu,low_bandwidth
12.0,1.0,100.0,0.3,1.0,1.5,150.0,96.0,98.5,500.0,20.0,120.0,40.0,ITS (Intelligent Transportation Systems),30.0,750.0,medium_cpu,high_bandwidth
10.0,1.0,100.0,0.2,1.0,0.5,80.0,99.0,99.5,800.0,100.0,30.0,10.0,Immersive Experience,20.0,200.0,low_cpu,medium_bandwidth
14.0,1.0,80.0,0.1,3.0,2.0,50.0,99.8,99.2,120.0,90.0,90.0,12.0,Smart Grid,50.0,150.0,medium_cpu,medium_bandwidth
90.0,2.0,160.0,0.1,3.0,0.3,40.0,99.8,99.6,6000.0,600.0,60.0,45.0,Immersive Experience,40.0,1600.0,medium_cpu,ultra_high_bandwidth
12.0,2.0,180.0,0.1,6.0,4.0,130.0,99.5,99.5,1500.0,130.0,42.0,14.0,ITS (Intelligent Transportation Systems),10.0,220.0,low_cpu,medium_bandwidth
20.0,3.0,100.0,0.3,4.5,0.5,50.0,99.5,99.6,5000.0,50.0,10.0,2.0,ITS (Intelligent Transportation Systems),30.0,100.0,medium_cpu,low_bandwidth
16.0,5.0,100.0,0.3,1.5,1.0,60.0,99.5,99.9,1300.0,50.0,10.0,12.0,e-Health,35.0,140.0,medium_cpu,low_bandwidth
25.0,2.5,90.0,0.0,1.5,1.8,50.0,98.5,99.7,600.0,90.0,90.0,10.0,Immersive Experience,70.0,700.0,high_cpu,high_bandwidth
15.0,4.0,100.0,0.1,4.0,4.0,100.0,99.8,99.8,800.0,50.0,20.0,40.0,Smart Grid,30.0,140.0,medium_cpu,low_bandwidth
10.0,1.5,100.0,0.4,1.5,1.0,100.0,99.2,99.8,900.0,40.0,20.0,10.0,Video Surveillance,70.0,3500.0,high_cpu,ultra_high_bandwidth
15.0,1.3,500.0,0.7,5.0,5.0,150.0,99.7,100.0,1000.0,100.0,100.0,10.0,Immersive Experience,35.0,200.0,medium_cpu,medium_bandwidth
10.0,2.0,50.0,0.1,3.0,0.2,50.0,99.6,99.7,800.0,30.0,30.0,8.0,ITS (Intelligent Transportation Systems),50.0,200.0,medium_cpu,medium_bandwidth
50.0,2.0,180.0,0.2,2.2,0.2,80.0,98.3,99.9,5000.0,180.0,22.0,35.0,UHD Video Streaming,30.0,1100.0,medium_cpu,ultra_high_bandwidth
8.0,1.0,90.0,0.5,3.0,0.5,80.0,98.0,98.0,800.0,60.0,15.0,17.0,UHD Video Streaming,60.0,40.0,medium_cpu,low_bandwidth
8.0,3.0,400.0,0.4,3.0,0.2,50.0,98.0,98.5,270.0,120.0,80.0,10.0,e-Health,30.0,400.0,medium_cpu,high_bandwidth
8.0,1.0,200.0,0.1,1.5,1.5,120.0,99.0,99.3,950.0,90.0,50.0,10.0,Smart Grid,15.0,150.0,low_cpu,medium_bandwidth
20.0,2.5,100.0,0.1,2.3,1.5,120.0,99.6,99.6,120.0,50.0,40.0,20.0,Immersive Experience,35.0,200.0,medium_cpu,medium_bandwidth
20.0,2.5,150.0,0.5,5.0,1.5,120.0,99.8,99.5,3000.0,80.0,20.0,30.0,Vo5G (Voice over 5G),30.0,70.0,medium_cpu,low_bandwidth
25.0,5.0,100.0,0.8,2.0,0.5,40.0,99.8,99.8,1500.0,80.0,30.0,35.0,ITS (Intelligent Transportation Systems),30.0,60.0,medium_cpu,low_bandwidth
18.0,2.0,60.0,0.5,1.0,1.0,130.0,98.8,98.0,650.0,40.0,20.0,12.0,Smart Grid,70.0,600.0,high_cpu,high_bandwidth
10.0,2.0,100.0,0.1,5.0,0.5,80.0,99.7,99.5,300.0,50.0,10.0,10.0,UHD Video Streaming,40.0,200.0,medium_cpu,medium_bandwidth
5.0,2.0,500.0,0.6,5.0,2.0,40.0,99.5,99.9,5000.0,50.0,20.0,10.0,Vo5G (Voice over 5G),25.0,200.0,low_cpu,medium_bandwidth
30.0,2.0,800.0,0.9,5.0,0.3,70.0,99.7,99.8,8000.0,60.0,15.0,80.0,Video Surveillance,60.0,80.0,medium_cpu,low_bandwidth
10.0,2.0,400.0,0.2,1.0,1.0,70.0,99.0,99.0,6000.0,200.0,10.0,30.0,Industry Automation,50.0,50.0,medium_cpu,low_bandwidth
18.0,6.0,100.0,0.3,1.0,1.0,100.0,100.0,100.0,4000.0,40.0,40.0,300.0,Immersive Experience,40.0,700.0,medium_cpu,high_bandwidth
22.0,5.0,80.0,0.1,2.5,1.5,70.0,99.5,99.8,5000.0,60.0,70.0,10.0,e-Health,60.0,700.0,medium_cpu,high_bandwidth
40.0,1.5,80.0,0.2,3.5,0.6,100.0,99.5,99.7,5000.0,70.0,70.0,5.0,Immersive Experience,30.0,90.0,medium_cpu,low_bandwidth
10.0,2.5,50.0,0.3,6.0,1.0,100.0,99.9,99.4,600.0,40.0,30.0,40.0,ITS (Intelligent Transportation Systems),30.0,250.0,medium_cpu,medium_bandwidth
12.0,1.5,100.0,0.2,2.8,1.5,40.0,98.5,96.5,900.0,100.0,20.0,20.0,e-Health,35.0,55.0,medium_cpu,low_bandwidth
12.0,2.0,25.0,0.0,3.5,1.5,20.0,97.0,97.0,400.0,40.0,22.0,50.0,UHD Video Streaming,35.0,150.0,medium_cpu,medium_bandwidth
6.0,7.0,70.0,0.2,14.0,10.0,70.0,99.5,99.9,500.0,80.0,40.0,40.0,Industry Automation,45.0,350.0,medium_cpu,high_bandwidth
10.0,1.0,100.0,0.1,4.0,0.1,80.0,99.7,99.9,200.0,10.0,30.0,5.0,UHD Video Streaming,50.0,200.0,medium_cpu,medium_bandwidth
20.0,4.0,70.0,0.1,5.0,1.0,60.0,99.8,99.5,650.0,80.0,5.0,18.0,Immersive Experience,20.0,450.0,low_cpu,high_bandwidth
10.0,1.0,200.0,0.1,2.0,3.0,100.0,99.8,99.8,1000.0,300.0,15.0,100.0,Smart Grid,35.0,1000.0,medium_cpu,high_bandwidth
10.0,1.5,500.0,0.1,2.5,1.0,500.0,99.5,99.8,600.0,200.0,5.0,5.0,Industry Automation,90.0,300.0,high_cpu,medium_bandwidth
10.0,1.5,110.0,0.3,1.2,2.5,80.0,99.2,99.7,6000.0,150.0,100.0,10.0,e-Health,30.0,200.0,medium_cpu,medium_bandwidth
8.0,2.0,150.0,0.1,6.0,2.0,60.0,98.5,98.5,500.0,140.0,150.0,55.0,Smart Grid,40.0,150.0,medium_cpu,medium_bandwidth
10.0,3.5,500.0,0.4,3.5,2.8,70.0,99.8,99.7,650.0,500.0,18.0,100.0,Immersive Experience,60.0,1500.0,medium_cpu,ultra_high_bandwidth
22.0,1.5,120.0,0.2,4.8,1.5,40.0,99.5,98.7,650.0,160.0,42.5,14.0,Connected Vehicles,40.0,240.0,medium_cpu,medium_bandwidth
15.0,1.0,80.0,0.4,6.0,0.2,40.0,99.7,99.6,9500.0,60.0,50.0,100.0,UHD Video Streaming,20.0,85.0,low_cpu,low_bandwidth
22.0,1.0,30.0,0.2,1.5,1.0,120.0,99.5,97.0,600.0,30.0,20.0,20.0,e-Health,60.0,150.0,medium_cpu,medium_bandwidth
15.0,1.0,200.0,0.2,1.0,1.0,20.0,99.5,99.4,400.0,180.0,5.0,10.0,Video Surveillance,45.0,300.0,medium_cpu,medium_bandwidth
18.0,2.0,400.0,0.2,1.0,1.0,80.0,99.0,99.0,1500.0,200.0,14.0,10.0,Industry Automation,25.0,45.0,low_cpu,low_bandwidth
10.0,3.0,80.0,0.1,1.5,2.2,100.0,99.9,99.9,200.0,90.0,30.0,10.0,Video Surveillance,20.0,170.0,low_cpu,medium_bandwidth
20.0,3.0,120.0,0.3,2.0,2.0,70.0,99.8,99.8,700.0,240.0,80.0,25.0,Smart Grid,40.0,80.0,medium_cpu,low_bandwidth
14.0,3.0,80.0,0.2,3.0,2.0,60.0,99.5,99.9,500.0,60.0,80.0,20.0,e-Health,20.0,100.0,low_cpu,low_bandwidth
15.0,2.5,100.0,0.4,0.8,0.5,110.0,99.9,99.5,1000.0,70.0,10.0,20.0,Smart Grid,15.0,120.0,low_cpu,low_bandwidth
15.0,2.0,200.0,0.1,2.0,1.0,60.0,99.7,100.0,400.0,150.0,15.0,10.0,Smart Grid,25.0,200.0,low_cpu,medium_bandwidth
60.0,3.0,80.0,0.2,3.0,2.0,90.0,99.7,99.9,600.0,60.0,40.0,5.0,Smart Grid,30.0,25.0,medium_cpu,low_bandwidth
